type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
PAYMENT,5783.73,C1879230069,78626.0,72842.27,M649044502,0.0,0.0,0.0
CASH_OUT,135444.67,C1826853668,0.0,0.0,C967056279,5577762.83,5713207.5,0.0
CASH_OUT,10222.6,C498810125,5720.8,0.0,C317501516,90197.0,0.0,0.0
CASH_IN,52076.34,C1610875767,1849.0,53925.34,C556569335,87739.01,35662.68,0.0
PAYMENT,3692.7,C910510228,601975.68,598282.98,M2123762363,0.0,0.0,0.0
TRANSFER,1484777.07,C423557528,0.0,0.0,C493783028,7985763.51,9470540.58,0.0
DEBIT,17965.92,C954620235,72007.13,54041.2,C1544755390,17926931.69,17944897.61,0.0
PAYMENT,3936.7,C967840348,0.0,0.0,M1096803362,0.0,0.0,0.0
TRANSFER,2046353.57,C678775366,21020.0,0.0,C324641091,158199.95,2204553.51,0.0
TRANSFER,19199.74,C1140121425,108030.0,88830.26,C327341526,973142.07,992341.81,0.0
PAYMENT,3408.62,C945107365,112462.0,109053.38,M2147251592,0.0,0.0,0.0
CASH_IN,261024.27,C282810496,3742607.31,4003631.59,C169006622,422786.12,161761.85,0.0
TRANSFER,1901878.09,C373780500,0.0,0.0,C2032584840,3024018.02,4925896.11,0.0
PAYMENT,8325.46,C922318567,0.0,0.0,M2080604483,0.0,0.0,0.0
CASH_IN,230160.31,C84764711,19803.0,249963.31,C600136806,0.0,0.0,0.0
CASH_OUT,61928.17,C2059947033,567.0,0.0,C1299958584,489826.12,551754.29,0.0
PAYMENT,58929.42,C1175691681,26081.0,0.0,M1159622923,0.0,0.0,0.0
CASH_OUT,234916.91,C2106459548,22081.0,0.0,C1027094037,167108.69,402025.6,0.0
CASH_OUT,146286.17,C1398619111,0.0,0.0,C1775476150,717138.63,863424.8,0.0
PAYMENT,23882.01,C226309664,11915.0,0.0,M953445259,0.0,0.0,0.0
CASH_OUT,95008.98,C1087800820,49973.0,0.0,C453035749,204911.19,299920.16,0.0
CASH_OUT,216318.87,C500672043,0.0,0.0,C626657180,267492.9,483811.77,0.0
CASH_IN,140680.22,C777883246,2393889.11,2534569.33,C172396272,631802.98,786568.59,0.0
PAYMENT,27486.0,C1910020142,1703.0,0.0,M1327625131,0.0,0.0,0.0
CASH_OUT,47659.9,C106813329,347289.0,299629.1,C1497922171,0.0,47659.9,0.0
CASH_OUT,443916.72,C1083559293,15124.0,0.0,C578667421,0.0,443916.72,0.0
CASH_OUT,173342.06,C1327229350,0.0,0.0,C1266010907,893216.56,1066558.62,0.0
PAYMENT,12934.82,C1222384857,493195.38,480260.56,M33183931,0.0,0.0,0.0
CASH_IN,25704.49,C941012034,709928.6,735633.09,C948946965,41854.34,16149.85,0.0
CASH_IN,125771.43,C691326151,9066.0,134837.43,C1239282131,361200.1,235428.67,0.0
TRANSFER,140373.46,C1703074885,79711.67,0.0,C1871293699,4656540.78,4796914.23,0.0
TRANSFER,401010.34,C1405980780,0.0,0.0,C2113378439,1329188.79,1730199.13,0.0
CASH_IN,247453.9,C457371803,8673.0,256126.9,C714083181,0.0,0.0,0.0
TRANSFER,825378.9,C1161570785,21577.0,0.0,C185560614,1255958.93,2081337.83,0.0
CASH_OUT,327763.52,C1970358331,101254.0,0.0,C284903785,65781.93,393545.46,0.0
CASH_OUT,30997.2,C254415648,0.0,0.0,C2011768379,169009.97,200007.17,0.0
PAYMENT,3653.63,C606082287,41582.0,37928.37,M1376924511,0.0,0.0,0.0
PAYMENT,2853.98,C362996902,0.0,0.0,M1800486734,0.0,0.0,0.0
CASH_OUT,40936.65,C1607388833,0.0,0.0,C282602775,833795.43,874732.08,0.0
CASH_OUT,441976.72,C330112622,25691.03,0.0,C933059493,9896109.83,10338086.55,0.0
TRANSFER,240754.11,C1458032058,174727.9,0.0,C1720823512,0.0,240754.11,0.0
CASH_OUT,548486.29,C570611471,0.0,0.0,C2146049777,861105.04,1409591.34,0.0
PAYMENT,25174.3,C1496501601,46100.42,20926.12,M104472253,0.0,0.0,0.0
CASH_IN,204970.07,C2048037606,8741156.48,8946126.55,C147580090,4275322.48,4070352.41,0.0
TRANSFER,123724.32,C1095125953,12334.0,0.0,C1143204230,4556661.12,4680385.45,0.0
CASH_OUT,213447.22,C1008045522,6055.0,0.0,C1332846097,0.0,213447.22,0.0
CASH_IN,116382.45,C2066049207,3766773.53,3883155.98,C1281994800,1084983.43,968600.98,0.0
TRANSFER,808257.57,C79633966,55642.0,0.0,C1678621269,339950.61,1796828.04,0.0
CASH_OUT,299663.71,C1202973948,0.0,0.0,C479882778,602222.33,901886.03,0.0
CASH_IN,265521.61,C1833990632,938.0,266459.61,C1468426948,488006.88,222485.27,0.0
CASH_IN,83747.81,C285983397,108.0,83855.81,C1615959109,0.0,0.0,0.0
CASH_OUT,151347.28,C300668959,2073.0,0.0,C1692219387,5303480.04,5454827.32,0.0
CASH_IN,121198.96,C106724879,10124068.18,10245267.15,C884190452,2657937.85,2536738.89,0.0
PAYMENT,3811.01,C1089240197,33559.0,29747.99,M933681901,0.0,0.0,0.0
CASH_OUT,238924.88,C561409430,56583.0,0.0,C1553247042,1521246.94,1760171.82,0.0
CASH_IN,93336.99,C454262515,1811008.05,1904345.04,C1361116360,503505.85,428262.4,0.0
PAYMENT,16965.61,C1865467853,96530.39,79564.78,M1351208170,0.0,0.0,0.0
CASH_IN,482248.71,C1947494058,1519153.59,2001402.3,C469891300,1309171.52,826922.81,0.0
PAYMENT,2839.14,C1907387994,57285.75,54446.61,M87716639,0.0,0.0,0.0
PAYMENT,6528.54,C1128728628,299047.0,292518.46,M2006066109,0.0,0.0,0.0
CASH_OUT,159251.33,C980029480,0.0,0.0,C469279234,201344.0,35740.93,0.0
CASH_IN,109140.99,C647045102,12294498.19,12403639.18,C1808497215,346593.95,237452.96,0.0
CASH_OUT,189741.5,C847375607,13731.0,0.0,C1024005530,0.0,189741.5,0.0
TRANSFER,14357.05,C984516004,36859.0,22501.95,C1483518181,10169784.5,10184141.55,0.0
CASH_IN,526653.18,C2085995442,730465.46,1257118.64,C794486719,705282.87,178629.68,0.0
CASH_OUT,374901.29,C851028941,0.0,0.0,C175300114,1090807.82,1465709.11,0.0
CASH_IN,165640.99,C58260038,4659003.43,4824644.42,C1810510489,6901090.81,6735449.82,0.0
CASH_OUT,26176.66,C527262868,42459.0,16282.34,C1096182605,694944.67,721121.34,0.0
CASH_OUT,350431.68,C303768151,0.0,0.0,C1050371454,386922.54,737354.22,0.0
TRANSFER,689575.64,C237370620,0.0,0.0,C438697623,2209165.24,2898740.88,0.0
CASH_OUT,59855.72,C448467252,249443.0,189587.28,C678308721,89947.28,149803.0,0.0
PAYMENT,17402.81,C1902000932,30893.0,13490.19,M1498248854,0.0,0.0,0.0
TRANSFER,1145492.51,C222831549,0.0,0.0,C539517785,2953657.24,4099149.75,0.0
CASH_OUT,61194.86,C889269439,0.0,0.0,C2055968780,1532994.1,1594188.95,0.0
CASH_IN,428693.61,C1737885941,1766257.15,2194950.75,C1533551767,614792.52,186098.91,0.0
CASH_OUT,321364.44,C1822158350,34.0,0.0,C1885492675,919363.36,1240727.8,0.0
CASH_IN,11862.64,C1611739325,31630.0,43492.64,C962120855,3921027.25,3909164.61,0.0
PAYMENT,18741.78,C780992098,0.0,0.0,M1031713956,0.0,0.0,0.0
CASH_OUT,20073.92,C806703515,20156.0,82.08,C1985763166,0.0,20073.92,0.0
CASH_IN,126955.13,C1045008878,1065675.23,1192630.36,C1402840875,718679.25,383864.39,0.0
CASH_IN,73902.71,C698598361,174.0,74076.71,C428293894,26462.32,0.0,0.0
CASH_OUT,98928.27,C175278019,1073.0,0.0,C1551274145,78658.11,177586.38,0.0
PAYMENT,8909.98,C677444643,273199.8,264289.83,M48939421,0.0,0.0,0.0
TRANSFER,670249.79,C2046725821,0.0,0.0,C1295301356,12995301.45,13665551.24,0.0
CASH_OUT,107490.8,C152038006,103751.0,0.0,C312337137,570695.91,1258271.23,0.0
CASH_OUT,163217.58,C1184499227,50752.0,0.0,C1806717189,4152521.79,4315739.37,0.0
CASH_IN,64656.41,C1367259403,5320274.11,5384930.52,C1782336159,339824.71,275168.3,0.0
CASH_IN,1699.29,C335993746,3229353.26,3231052.55,C1743786506,109132.55,107433.26,0.0
PAYMENT,45526.28,C429664185,24292.31,0.0,M1169549940,0.0,0.0,0.0
CASH_IN,211860.72,C427207837,3403191.92,3615052.64,C247785956,1519443.85,1307583.13,0.0
CASH_IN,245254.82,C578913186,211785.38,457040.2,C1897707634,783766.82,538511.99,0.0
PAYMENT,17078.55,C1948679886,132600.0,115521.45,M1042700305,0.0,0.0,0.0
CASH_OUT,129175.87,C2022738394,80891.99,0.0,C1917006844,362276.4,491452.27,0.0
CASH_OUT,1373791.83,C1053048316,0.0,0.0,C360466775,17971216.03,19345007.86,0.0
CASH_IN,40458.56,C869753029,49360.0,89818.56,C203298730,84915.02,44456.46,0.0
PAYMENT,4169.14,C1004556975,13134.0,8964.86,M73736301,0.0,0.0,0.0
CASH_IN,456324.72,C1281615339,3903141.88,4359466.6,C82440930,1658690.34,1202365.62,0.0
CASH_OUT,125054.61,C491916688,0.0,0.0,C573135100,2285030.02,2624216.39,0.0
CASH_OUT,155017.62,C916836776,0.0,0.0,C724913618,232624.23,387641.85,0.0
PAYMENT,8846.55,C1443014646,0.0,0.0,M501109106,0.0,0.0,0.0
CASH_OUT,182339.3,C816980429,22091.0,0.0,C1389732428,0.0,182339.3,0.0
CASH_OUT,177644.31,C2093816997,0.0,0.0,C924058473,3457057.04,3634701.35,0.0
CASH_IN,90549.71,C447245482,0.0,90549.71,C788638753,272887.69,182337.98,0.0
PAYMENT,563.44,C808405186,66789.0,66225.56,M540717162,0.0,0.0,0.0
CASH_IN,155696.18,C1277642335,4603231.17,4758927.35,C336463645,407045.54,251349.36,0.0
CASH_OUT,23903.08,C573811629,22104.0,0.0,C1515979807,24960660.34,24984563.42,0.0
CASH_IN,65206.77,C2143642904,1620683.89,1685890.66,C1941472274,783865.32,718658.56,0.0
PAYMENT,13.39,C173832711,0.0,0.0,M70730473,0.0,0.0,0.0
PAYMENT,7429.15,C1364891507,773749.0,766319.85,M483644597,0.0,0.0,0.0
TRANSFER,174102.27,C1839920424,317933.24,143830.97,C952055384,0.0,174102.27,0.0
PAYMENT,19203.19,C810023641,83572.28,64369.1,M620784554,0.0,0.0,0.0
CASH_OUT,223284.05,C11044235,0.0,0.0,C171497818,497824.49,895268.75,0.0
CASH_IN,149975.62,C1242077754,5596540.58,5746516.2,C1221442728,279651.18,129675.56,0.0
CASH_OUT,419710.96,C255861786,0.0,0.0,C1469858260,6976899.69,7396610.65,0.0
CASH_OUT,85530.68,C849222026,29392.0,0.0,C1770784791,2713409.67,2798940.35,0.0
CASH_OUT,106246.14,C480615920,0.0,0.0,C893274274,222317.78,328563.92,0.0
TRANSFER,390800.94,C778647611,104698.0,0.0,C1925659166,0.0,390800.94,0.0
CASH_IN,105191.87,C711445952,1157814.59,1263006.46,C44756622,325350.95,185092.05,0.0
CASH_IN,205348.61,C524851540,1144.0,206492.61,C1213324218,6801103.76,6595755.15,0.0
TRANSFER,720505.7,C657980202,20287.82,0.0,C1794939476,5710244.37,6430750.07,0.0
CASH_OUT,287845.16,C1759289870,20417.0,0.0,C1286328886,3377.75,291222.91,0.0
CASH_OUT,103172.49,C674807827,49616.0,0.0,C1320749656,6632.66,109805.15,0.0
CASH_OUT,105202.24,C2110365222,0.0,0.0,C1210514323,125228.37,230430.61,0.0
CASH_OUT,208406.41,C1403250352,0.0,0.0,C270574759,991670.91,1339949.56,0.0
TRANSFER,333440.45,C957817322,0.0,0.0,C656005326,354628.88,688069.33,0.0
CASH_OUT,65987.61,C757959022,0.0,0.0,C635098773,111923.41,177911.02,0.0
PAYMENT,18910.64,C744216813,29807.96,10897.32,M405517730,0.0,0.0,0.0
PAYMENT,3812.88,C1014308399,0.0,0.0,M1050411819,0.0,0.0,0.0
CASH_IN,186252.57,C1255125209,1875109.5,2061362.07,C638208853,2458154.82,2181176.37,0.0
TRANSFER,29471.98,C1402068003,0.0,0.0,C1517647951,683755.43,927640.28,0.0
PAYMENT,29637.88,C1302414515,523.0,0.0,M559456717,0.0,0.0,0.0
CASH_OUT,53410.03,C1895952613,0.0,0.0,C1644473651,189614.46,243024.49,0.0
CASH_OUT,451183.97,C785542826,31756.48,0.0,C1306362981,1410312.04,1861496.01,0.0
PAYMENT,7813.92,C1205508820,0.0,0.0,M186030546,0.0,0.0,0.0
CASH_OUT,42535.39,C143314954,67785.0,25249.61,C2034281467,0.0,0.0,0.0
CASH_OUT,384040.28,C1971700555,0.0,0.0,C32599845,3176843.37,3560883.66,0.0
PAYMENT,11816.23,C1330226035,20618.0,8801.77,M1242282812,0.0,0.0,0.0
CASH_OUT,134006.52,C1048169822,0.0,0.0,C939244695,3625102.43,3759108.96,0.0
CASH_OUT,125938.0,C1022307759,52846.0,0.0,C761051277,1092113.28,1218051.28,0.0
CASH_OUT,204247.46,C846633818,0.0,0.0,C1252718198,1647537.42,3224043.21,0.0
CASH_OUT,188334.8,C1070682559,10008.0,0.0,C1544360294,199121.68,387456.48,0.0
CASH_IN,156002.21,C438943551,1232100.74,1388102.95,C67051093,240841.12,84838.9,0.0
CASH_IN,309379.74,C373437462,10227821.56,10537201.3,C1979563377,2282627.36,1973247.62,0.0
CASH_IN,117801.74,C1685887641,2392798.0,2510599.74,C983492037,4022199.33,3904397.59,0.0
PAYMENT,18800.66,C1896132022,0.0,0.0,M1780296594,0.0,0.0,0.0
CASH_IN,20991.82,C1354216233,39780.0,60771.82,C1835171191,0.0,0.0,0.0
PAYMENT,15907.25,C290512289,20102.0,4194.75,M2140612183,0.0,0.0,0.0
PAYMENT,21126.18,C294908367,31244.35,10118.17,M214440293,0.0,0.0,0.0
PAYMENT,17279.1,C280465127,0.0,0.0,M819433481,0.0,0.0,0.0
CASH_OUT,525721.16,C309101522,4112.0,0.0,C1974576651,854721.76,1323640.97,0.0
PAYMENT,5522.28,C1880755277,36003.11,30480.83,M1358275321,0.0,0.0,0.0
CASH_IN,25993.42,C2044537966,63307.0,89300.42,C105075167,233420.77,207427.35,0.0
CASH_IN,108852.2,C1792154646,1005623.9,1114476.1,C751817238,1070960.84,962108.64,0.0
PAYMENT,591.77,C775364567,55607.0,55015.23,M1802821828,0.0,0.0,0.0
CASH_OUT,126689.63,C1707305287,217386.0,90696.37,C697574843,221728.02,348417.65,0.0
CASH_IN,352594.86,C1419251864,22067.37,374662.23,C124618028,361752.8,9157.94,0.0
CASH_OUT,89242.97,C954587502,0.0,0.0,C1533025566,1334967.64,1424210.61,0.0
CASH_IN,162329.59,C1586840253,31833.0,194162.59,C2003630615,265317.42,102987.83,0.0
PAYMENT,6977.61,C1765970956,0.0,0.0,M1749651194,0.0,0.0,0.0
CASH_IN,145758.26,C2020362112,108629.0,254387.26,C131078422,1018935.34,873177.08,0.0
TRANSFER,377765.2,C802878327,0.0,0.0,C65662936,781362.86,1159128.05,0.0
CASH_IN,12309.19,C1892946384,859139.4,871448.59,C1642727240,53182.21,40873.02,0.0
CASH_OUT,223409.93,C2087009739,0.0,0.0,C1308392840,880212.0,1103621.94,0.0
PAYMENT,1142.88,C396689412,79531.0,78388.12,M1267932238,0.0,0.0,0.0
CASH_OUT,418839.13,C1154460573,0.0,0.0,C1245689449,7656084.99,8074924.12,0.0
PAYMENT,2707.25,C1464030254,0.0,0.0,M247504693,0.0,0.0,0.0
CASH_IN,227974.46,C406513332,29179.62,257154.08,C1504009625,1203261.18,975286.72,0.0
TRANSFER,390230.73,C1485145426,187619.61,0.0,C1351841535,1201652.59,1591883.32,0.0
PAYMENT,8087.79,C512557595,259219.0,251131.21,M2140403631,0.0,0.0,0.0
PAYMENT,15680.4,C29757711,24813.0,9132.6,M1551309324,0.0,0.0,0.0
PAYMENT,6117.76,C1792547708,154501.0,148383.24,M62123461,0.0,0.0,0.0
CASH_IN,176635.76,C367381884,2849409.01,3026044.77,C1251041724,354193.11,418914.73,0.0
CASH_IN,373552.18,C624530278,40060.0,413612.18,C455218098,4770364.8,4396812.62,0.0
PAYMENT,17502.79,C960194099,5832.0,0.0,M158219602,0.0,0.0,0.0
CASH_IN,177096.09,C302007694,9457836.62,9634932.72,C42158278,183529.63,6433.54,0.0
CASH_OUT,215358.03,C1459990834,0.0,0.0,C419774889,245782.87,461140.9,0.0
CASH_IN,70923.78,C1468250659,0.0,70923.78,C1244946098,290076.07,219152.3,0.0
CASH_OUT,317233.12,C698623831,327772.0,10538.88,C2049111235,643504.64,960737.76,0.0
PAYMENT,2493.49,C2076545067,466.0,0.0,M401686057,0.0,0.0,0.0
CASH_OUT,135350.87,C2024190494,0.0,0.0,C345457309,408607.84,543958.71,0.0
PAYMENT,14103.34,C1636805354,0.0,0.0,M2034343359,0.0,0.0,0.0
PAYMENT,5823.5,C1213101087,0.0,0.0,M1543186872,0.0,0.0,0.0
CASH_IN,154362.73,C860286166,7643191.99,7797554.71,C62331849,4174194.53,4019831.8,0.0
CASH_IN,24568.71,C1058788235,6700578.19,6725146.9,C1474439558,1230920.11,1206351.4,0.0
CASH_OUT,14421.63,C1439938907,10530.0,0.0,C402378622,5521.0,19942.63,0.0
CASH_IN,152787.1,C827511742,6445076.46,6597863.56,C89480022,3038920.16,2886133.06,0.0
PAYMENT,19992.03,C245649088,637.0,0.0,M611549862,0.0,0.0,0.0
CASH_OUT,144736.01,C1895268441,171.0,0.0,C1933153294,4260667.33,4423277.12,0.0
CASH_IN,147932.53,C1516258001,5178162.01,5326094.54,C333957336,1241420.67,1093488.13,0.0
PAYMENT,20802.32,C1651242066,0.0,0.0,M1061013890,0.0,0.0,0.0
CASH_OUT,91663.96,C2034179396,492.0,0.0,C5801744,0.0,91663.96,0.0
CASH_IN,301841.33,C961777773,60434.0,362275.33,C1392903457,3634724.3,3332882.97,0.0
CASH_OUT,127234.11,C1346584341,0.0,0.0,C1252426644,708804.42,836038.53,0.0
CASH_OUT,34117.21,C1501889953,0.0,0.0,C1555962563,3300985.44,3335102.65,0.0
CASH_OUT,189904.94,C1217387379,79830.0,0.0,C296156258,993062.77,1182967.71,0.0
CASH_OUT,183990.39,C1410735426,0.0,0.0,C683659535,2225731.87,2409722.26,0.0
PAYMENT,558.46,C793167970,455082.0,454523.54,M763962011,0.0,0.0,0.0
PAYMENT,2854.62,C1090750744,20328.0,17473.38,M2044818852,0.0,0.0,0.0
PAYMENT,5769.81,C1475311973,78597.53,72827.72,M964594632,0.0,0.0,0.0
CASH_IN,1887.8,C260737500,6487246.89,6489134.69,C1139972603,319025.32,317137.52,0.0
TRANSFER,93061.48,C85361877,0.0,0.0,C1188427220,2166233.87,2259295.35,0.0
CASH_OUT,271245.88,C104810812,25091.0,0.0,C605206725,0.0,271245.88,0.0
CASH_IN,383947.74,C1211934897,6516775.9,6900723.64,C671061835,1934889.0,1550941.26,0.0
CASH_IN,394239.18,C2025518520,8616026.58,9010265.76,C2112525188,625530.37,231291.18,0.0
PAYMENT,811.46,C2063856637,16738.78,15927.33,M499363249,0.0,0.0,0.0
CASH_OUT,77153.53,C1043874388,0.0,0.0,C438145297,219880.27,297033.8,0.0
CASH_IN,371091.37,C639102003,5151063.47,5522154.84,C321418963,6724234.39,6353143.02,0.0
CASH_IN,83035.01,C608774479,7867.0,90902.01,C42167076,26934.32,0.0,0.0
CASH_IN,21029.46,C1301818662,180034.34,201063.8,C1244455798,392530.8,371501.34,0.0
CASH_IN,84437.4,C1662638131,36306.0,120743.4,C394303247,60677.0,0.0,0.0
PAYMENT,1361.85,C1270946906,114809.0,113447.15,M1583433853,0.0,0.0,0.0
TRANSFER,901292.19,C488239298,0.0,0.0,C1035275258,4284355.04,5185647.23,0.0
DEBIT,6171.28,C898797123,10497.0,4325.72,C408988528,1282116.1,1288287.38,0.0
PAYMENT,1349.01,C624504605,0.0,0.0,M58211708,0.0,0.0,0.0
CASH_IN,17100.43,C792225092,5049246.65,5066347.09,C946349172,25491.21,8390.78,0.0
CASH_IN,470892.09,C1104569827,16915.0,487807.09,C2099167361,0.0,0.0,0.0
CASH_IN,206749.82,C1166925854,1874828.89,2081578.71,C1205266297,2565096.81,2885560.05,0.0
CASH_IN,252891.03,C2046631106,7220250.39,7473141.42,C1154120932,3459514.42,3206623.39,0.0
CASH_OUT,349994.0,C1867578334,12217.0,0.0,C414070147,18267.76,368261.76,0.0
CASH_OUT,15730.52,C1414037691,0.0,0.0,C1257108615,1023700.07,1039430.59,0.0
CASH_OUT,41686.31,C599105190,66.0,0.0,C228397288,281565.89,323252.19,0.0
PAYMENT,3109.33,C1412483874,137272.0,134162.67,M1768588338,0.0,0.0,0.0
CASH_OUT,54479.02,C514029118,0.0,0.0,C958051527,134234.84,188713.86,0.0
CASH_OUT,136345.78,C1388083302,0.0,0.0,C1309320330,892303.87,1028649.65,0.0
TRANSFER,956412.91,C194413875,12889.0,0.0,C1530585165,33972.64,990385.54,0.0
CASH_OUT,61473.76,C20922431,243840.82,182367.06,C664179089,269869.04,331342.8,0.0
CASH_OUT,23967.58,C1839190739,0.0,0.0,C245700321,204597.5,228565.08,0.0
CASH_OUT,382.94,C368995157,0.0,0.0,C2102565698,152307.34,152690.29,0.0
PAYMENT,13874.28,C342143458,55691.0,41816.72,M1706725231,0.0,0.0,0.0
PAYMENT,33604.65,C1591111375,10005.0,0.0,M1300587013,0.0,0.0,0.0
CASH_IN,136992.8,C1526912262,21463.0,158455.8,C1825746485,227320.33,90327.53,0.0
CASH_OUT,171585.11,C157863253,20887.0,0.0,C1691716057,546137.7,585388.93,0.0
CASH_OUT,30691.52,C265901069,0.0,0.0,C514467554,1511219.48,1541911.0,0.0
CASH_OUT,103395.43,C916705203,0.0,0.0,C1839388616,825375.76,890793.83,0.0
PAYMENT,4809.03,C1041152187,405530.08,400721.05,M1996101829,0.0,0.0,0.0
CASH_OUT,48357.11,C1218372939,51866.0,3508.89,C9666956,161.0,48518.11,0.0
PAYMENT,15203.23,C1436030613,50043.0,34839.77,M1327209220,0.0,0.0,0.0
PAYMENT,1611.37,C548716454,223697.05,222085.68,M1730750395,0.0,0.0,0.0
PAYMENT,12499.2,C1719632944,59649.0,47149.8,M193319834,0.0,0.0,0.0
CASH_OUT,2999.6,C200480118,0.0,0.0,C780003722,5597521.15,5780836.97,0.0
PAYMENT,10224.45,C255122372,262232.0,252007.55,M848776021,0.0,0.0,0.0
CASH_IN,121312.73,C1741019696,927978.0,1049290.73,C549231865,54003.66,0.0,0.0
CASH_OUT,407477.46,C727356157,174546.94,0.0,C955563880,389022.1,305929.86,0.0
PAYMENT,9100.87,C1288592400,0.0,0.0,M17157031,0.0,0.0,0.0
PAYMENT,6400.69,C719429650,0.0,0.0,M1508824260,0.0,0.0,0.0
CASH_IN,34077.07,C1619649061,9733531.39,9767608.47,C1344003581,441253.93,407176.85,0.0
PAYMENT,14714.96,C2033371473,0.0,0.0,M1513033262,0.0,0.0,0.0
TRANSFER,456612.88,C1867101494,0.0,0.0,C859199333,480045.18,936658.06,0.0
CASH_OUT,426595.09,C1293497665,0.0,0.0,C109134289,473742.95,900338.05,0.0
CASH_OUT,169139.51,C1782114146,10714.0,0.0,C2008408195,36616.28,205755.79,0.0
CASH_OUT,32674.54,C164659947,51501.0,18826.46,C196995061,857748.48,818959.75,0.0
PAYMENT,6112.62,C1174252628,23581.0,17468.38,M1619024068,0.0,0.0,0.0
CASH_OUT,94235.16,C1412740293,192434.0,98198.84,C1506509978,2032275.62,2126510.78,0.0
PAYMENT,20815.56,C446696993,30058.0,9242.44,M256291882,0.0,0.0,0.0
PAYMENT,10855.97,C1027959665,5033.0,0.0,M395449507,0.0,0.0,0.0
PAYMENT,8632.82,C25564421,71007.1,62374.28,M535236864,0.0,0.0,0.0
CASH_IN,34496.74,C2050819713,73280.0,107776.74,C891336615,0.0,0.0,0.0
CASH_IN,85990.18,C863511063,0.0,85990.18,C1417708842,212451.64,126461.46,0.0
CASH_OUT,213263.25,C1459515138,59653.0,0.0,C2062085900,36892.78,250156.03,0.0
CASH_OUT,158546.05,C1521184384,0.0,0.0,C1911412533,2013189.27,2171735.32,0.0
PAYMENT,26684.33,C1409759480,168430.92,141746.59,M288654052,0.0,0.0,0.0
PAYMENT,16004.44,C1596081709,0.0,0.0,M1775298729,0.0,0.0,0.0
CASH_OUT,297870.33,C506998646,0.0,0.0,C329083951,681924.13,979794.46,0.0
CASH_OUT,66914.3,C1233402415,0.0,0.0,C1617134109,697493.25,764407.55,0.0
CASH_OUT,95962.26,C1784127100,14286.0,0.0,C1332156313,1257904.57,1353866.84,0.0
CASH_OUT,359672.29,C1916211148,21522.0,0.0,C1411531045,2851022.54,3210694.83,0.0
CASH_OUT,140376.73,C687459854,983923.19,843546.45,C184331152,114616.88,254993.61,0.0
PAYMENT,3241.77,C1608112894,10270.19,7028.42,M223753842,0.0,0.0,0.0
CASH_OUT,50060.98,C101705068,104013.0,53952.02,C1212996551,0.0,50060.98,0.0
CASH_IN,348265.04,C85130852,20777.0,369042.04,C1942046795,0.0,0.0,0.0
CASH_OUT,361817.64,C1392488977,0.0,0.0,C1536443795,905126.52,1266944.15,0.0
CASH_IN,141127.39,C635549395,99113.35,240240.73,C887944099,340273.75,199146.37,0.0
PAYMENT,24596.2,C790711711,671.0,0.0,M1973106120,0.0,0.0,0.0
CASH_OUT,79859.29,C1293757450,0.0,0.0,C1740953234,736675.91,555320.92,0.0
CASH_OUT,57913.9,C833644352,90089.0,32175.1,C1976135727,173634.39,231548.28,0.0
CASH_OUT,263288.54,C472169655,20767.0,0.0,C1666211585,835686.57,887547.79,0.0
TRANSFER,434520.3,C239407003,0.0,0.0,C1629589546,541832.08,976352.38,0.0
CASH_OUT,337069.61,C797230161,0.0,0.0,C2083479317,2612885.4,2949955.01,0.0
PAYMENT,454.22,C1260953377,298855.05,298400.82,M827747926,0.0,0.0,0.0
PAYMENT,13244.06,C1350005639,14696.0,1451.94,M1373576502,0.0,0.0,0.0
PAYMENT,8430.98,C573965321,99596.0,91165.02,M588681050,0.0,0.0,0.0
TRANSFER,1657167.3,C1738922620,21162.12,0.0,C678000776,1791415.49,3448582.79,0.0
CASH_IN,412550.57,C643096861,7256398.22,7668948.79,C761164096,1658793.45,1162290.88,0.0
CASH_IN,11721.14,C779688300,9417150.75,9428871.9,C1659487569,3691011.15,4066531.45,0.0
CASH_OUT,107707.79,C594010043,847.0,0.0,C840858860,1548468.62,1665178.98,0.0
CASH_OUT,297598.1,C175504872,0.0,0.0,C2118139691,2573504.94,2871103.04,0.0
DEBIT,1133.86,C2091288643,159901.0,158767.14,C562269550,1249680.39,1250814.25,0.0
PAYMENT,3145.96,C208890679,30973.0,27827.04,M1556475035,0.0,0.0,0.0
DEBIT,1655.5,C449252968,0.0,0.0,C2073796282,3509344.88,3511000.39,0.0
CASH_OUT,27400.58,C310057869,21797.0,0.0,C1679869902,850381.39,877781.96,0.0
CASH_IN,95820.45,C1302413428,99057.0,194877.45,C350829840,118252.43,22431.98,0.0
CASH_OUT,49307.03,C64157629,0.0,0.0,C770914420,3067941.46,3117248.49,0.0
CASH_IN,74428.01,C530301034,2985.0,77413.01,C45350380,929278.75,854850.74,0.0
PAYMENT,2446.22,C1218994670,25389.86,22943.65,M983303680,0.0,0.0,0.0
CASH_OUT,239546.67,C1615866377,50230.0,0.0,C710168486,461622.84,701169.51,0.0
PAYMENT,12273.26,C113651044,0.0,0.0,M2091261774,0.0,0.0,0.0
PAYMENT,37946.91,C1225831098,494962.46,457015.55,M396426483,0.0,0.0,0.0
PAYMENT,23012.33,C1243985671,0.0,0.0,M1311289672,0.0,0.0,0.0
